Puntuaje,Tipo de Pago,Título comentario,Cuerpo comentario,Cuotas de pago,Valor del pago,Categoría producto,Peso producto (g),Largo producto (cm),Ancho producto (cm),Alto producto (cm),Ciudad cliente,Estado orden,Precio envío,ID vendedor,Secuencia de pago,Tiempo compra pedido,Fecha de cargo,Fecha de entrega prevista,Fecha estimada de entrega,Creación comentario,Lapso tiempo respuesta,Ciudad vendedor,Estado vendedor,Estado cliente,Fecha límite de envío
1,credit_card,,houve erro na entrega do produto. Espero que tudo se regulariza para poder mudar minha avaliação atual,1,84.48,fashion_shoes,450.0,25.0,35.0,15.0,cajuru,delivered,14.58,7142540dd4c91e2237acb7e911c4eba2,1,2018-03-11 19:29:42,2018-03-15 20:48:29,2018-03-20 21:07:19,2018-04-05 00:00:00,2018-03-21 00:00:00,2018-03-22 00:58:26,penapolis,SP,SP,2018-03-22 19:47:54
5,credit_card,Muito rápido,"Entrega foi muito rápida, produto muito bom pelo preço pago",1,21.89,luggage_accessories,100.0,35.0,20.0,10.0,piracicaba,delivered,7.39,f3da5b2ff499efb8d4a6d371d175d7dd,1,2018-05-05 13:15:17,2018-05-07 19:42:00,2018-05-08 23:28:48,2018-05-21 00:00:00,2018-05-09 00:00:00,2018-05-10 02:37:17,sao paulo,SP,SP,2018-05-10 13:30:27
3,credit_card,,Um bom produto. ,2,39.34,housewares,1050.0,26.0,26.0,26.0,cotia,delivered,9.34,53e4c6e0f4312d4d2107a8c9cddf45cd,1,2017-05-10 14:08:58,2017-05-15 08:55:50,2017-05-18 11:08:01,2017-05-29 00:00:00,2017-05-19 00:00:00,2017-05-22 12:15:04,pedreira,SP,SP,2017-05-18 14:22:33
5,credit_card,,Produto excelente.,2,94.69,housewares,1450.0,37.0,32.0,11.0,rio de janeiro,delivered,17.79,8e6cc767478edae941d9bd9eb778d77a,1,2017-06-25 20:11:15,2017-06-28 16:41:47,2017-07-06 13:52:45,2017-07-25 00:00:00,2017-07-07 00:00:00,2017-07-09 23:00:42,araguari,MG,RJ,2017-06-29 20:23:10
1,credit_card,,"Não gostei
Faltou mercadoria",2,127.77,furniture_decor,400.0,80.0,60.0,10.0,santo andre,delivered,12.69,d20b021d3efdf267a402c402a48ea64b,1,2018-02-22 08:36:38,2018-03-02 21:46:32,2018-03-19 09:24:47,2018-03-14 00:00:00,2018-03-16 00:00:00,2018-03-19 12:24:57,ibitinga,SP,SP,2018-02-28 08:48:44
1,credit_card,,o produto estava previsto para chegar dia 10/11 até hj ainda n recebi nada... estou precisando urgente!!,1,61.28,electronics,150.0,22.0,14.0,12.0,nossa senhora do socorro,delivered,42.38,128639473a139ac0f3e5f5ade55873a5,1,2017-10-11 15:12:34,2017-10-16 19:48:00,2017-11-14 19:05:08,2017-11-09 00:00:00,2017-11-12 00:00:00,2017-11-13 18:49:23,maringa,PR,SE,2017-10-18 16:27:52
2,credit_card,,"Veio faltando 1 kit de pendentes!!!!! Aguardando a solução. Eu pedi e paguei por 2 kits, ou seja 4 pendentes!!!!",4,177.08,furniture_decor,1900.0,35.0,35.0,45.0,araras,delivered,11.74,1025f0e2d44d7041d6cf58b6550e0bfa,1,2018-02-15 16:42:23,2018-02-20 21:16:45,2018-02-25 15:28:53,2018-03-02 00:00:00,2018-02-26 00:00:00,2018-02-28 12:29:16,sao paulo,SP,SP,2018-02-22 15:35:33
3,credit_card,,Qualidade inferior à esperada.,1,43.23,sports_leisure,250.0,16.0,11.0,10.0,rio de janeiro,delivered,15.3,8d956fec2e4337affcb520f56fd8cbfd,1,2018-08-16 12:15:39,2018-08-17 16:49:00,2018-08-23 00:03:03,2018-09-13 00:00:00,2018-08-24 00:00:00,2018-08-24 14:39:21,sao bernardo do campo,SP,RJ,2018-08-20 12:25:19
5,credit_card,,Chegou certinho.,1,7.61,home_confort,1825.0,53.0,40.0,10.0,sao paulo,delivered,11.24,4a3ca9315b744ce9f8e9374361493884,1,2017-04-18 21:54:12,2017-04-19 15:18:45,2017-04-26 06:04:29,2017-05-09 00:00:00,2017-04-28 00:00:00,2017-04-29 17:06:30,ibitinga,SP,SP,2017-04-26 22:05:11
3,credit_card,,"Produto entregue dentro do prazo, entretanto veio com um amassado na ponta do Long...",7,271.69,sports_leisure,6600.0,105.0,25.0,15.0,brasilia,delivered,51.79,c864036feaab8c1659f65ea4faebe1da,1,2018-05-15 14:30:51,2018-05-16 15:37:00,2018-05-23 19:32:36,2018-06-06 00:00:00,2018-05-24 00:00:00,2018-05-27 13:43:47,campo largo,PR,DF,2018-05-17 14:55:18
5,boleto,recomendo,"Muito bom, apenas uma não está funcionando.",1,314.34,construction_tools_lights,200.0,16.0,16.0,16.0,americana,delivered,7.39,955fee9216a65b617aa5c0531780ce60,1,2018-05-11 16:35:19,2018-05-14 15:16:00,2018-05-15 18:38:39,2018-05-21 00:00:00,2018-05-16 00:00:00,2018-05-21 13:28:22,sao paulo,SP,SP,2018-05-15 03:30:32
1,credit_card,,Comprei três mantas. Só uma chegou mas consta no site que todas foram entregues. ,5,167.01,bed_bath_table,1000.0,35.0,25.0,8.0,belo horizonte,delivered,16.67,259f7b5e6e482c230e5bfaa670b6bb8f,1,2018-03-29 21:53:28,2018-04-02 16:13:36,2018-04-03 18:52:52,2018-04-18 00:00:00,2018-04-04 00:00:00,2018-04-05 21:44:53,poa,SP,MG,2018-04-05 14:27:20
4,credit_card,Bom,Amei o fato de ter recebido o produto antes mesmo do prazo vencer.,2,65.44,perfumery,250.0,20.0,21.0,8.0,rio de janeiro,delivered,15.45,cc419e0650a3c5ba77189a1882b7556a,1,2018-08-13 20:39:38,2018-08-14 15:37:00,2018-08-21 16:11:54,2018-08-22 00:00:00,2018-08-22 00:00:00,2018-08-22 19:48:45,santo andre,SP,RJ,2018-08-15 20:50:17
1,credit_card,,Houve cobrança do produto na fatura do cartão de crédito. Não foi entregue o produto até hoje e o fornecedor informou que não ha estoque. Gostaria do reembolso imediato do valor no meu cartão. ,1,40.52,housewares,1000.0,38.0,38.0,39.0,sao paulo,processing,11.74,0725b8c0f3f906e58f70cbe76b7c748c,1,2017-03-31 00:03:06,,,2017-04-28 00:00:00,2017-04-30 00:00:00,2017-04-30 12:05:19,guarulhos,SP,SP,2017-04-06 00:32:35
5,credit_card,SUPER RECOMENDO,ENTREGUE ANTES DO PRAZO COMBIANDO,10,150.09,toys,483.0,23.0,19.0,12.0,itauna,delivered,20.1,46dc3b2cc0980fb8ec44634e21d2718e,1,2018-08-12 19:29:47,2018-08-14 09:40:00,2018-08-20 13:16:27,2018-08-29 00:00:00,2018-08-21 00:00:00,2018-08-21 16:43:09,rio de janeiro,RJ,MG,2018-08-15 19:44:36
5,boleto,,Produto entregue com antecedência e preço muito bom. ,1,213.75,perfumery,555.0,24.0,15.0,8.0,ribeirao preto,delivered,14.75,fe2032dab1a61af8794248c8196565c9,1,2018-03-15 13:20:24,2018-03-19 21:52:48,2018-03-23 20:24:37,2018-04-03 00:00:00,2018-03-24 00:00:00,2018-03-25 02:35:54,campinas,SP,SP,2018-03-22 02:45:45
5,credit_card,perfeito!!,Muito satisfeito.,7,76.65,computers_accessories,250.0,50.0,20.0,5.0,sao paulo,delivered,15.31,080102cd0a76b09e0dcf55fcacc60e05,1,2018-04-24 14:20:00,2018-04-25 14:33:00,2018-04-30 14:48:36,2018-05-11 00:00:00,2018-05-01 00:00:00,2018-05-08 04:00:00,belo horizonte,MG,SP,2018-04-30 15:31:11
5,credit_card,,"Entrega bem antes do prazo, material bom, gostei muito e recomendo.",8,106.97,bed_bath_table,1383.0,50.0,40.0,10.0,salvador,delivered,17.07,4a3ca9315b744ce9f8e9374361493884,1,2017-07-27 12:40:56,2017-07-27 20:24:20,2017-08-09 20:16:47,2017-08-28 00:00:00,2017-08-10 00:00:00,2017-08-14 15:22:01,ibitinga,SP,BA,2017-08-02 12:50:17
3,credit_card,Quase nota 10," Infelizmente a embalagem do meu baralho veio rasgada. Vai ser um presente. Vou ter q entregar para o aniversariante rasgado mesmo pois não da mais tempo de trocar. 
 Mas chegou dentro do prazo. ",1,56.37,toys,200.0,17.0,12.0,7.0,belo horizonte,delivered,18.37,01fd077212124329bac32490e8ef80d9,1,2018-08-04 11:57:45,2018-08-06 15:29:00,2018-08-09 18:32:16,2018-08-20 00:00:00,2018-08-10 00:00:00,2018-08-13 11:02:33,ribeirao preto / sao paulo,SP,MG,2018-08-07 12:10:16
1,credit_card,,"Recebo 2 kits de Ômega 3 e comprei 4. No mesmo pedido tinha 1 kit de magnésio dimalato, que não foi entregue. ",7,536.52,sports_leisure,500.0,20.0,14.0,7.0,ribeirao preto,delivered,19.0,4371b634e0efc0e22b09b52907d9d469,1,2018-03-25 14:29:45,2018-03-26 23:48:46,2018-03-30 19:28:53,2018-04-20 00:00:00,2018-03-31 00:00:00,2018-04-01 02:28:01,sao paulo,SP,SP,2018-03-29 14:48:01
4,credit_card,muito boa,"bem afiada, cortou bem ",8,93.15,health_beauty,250.0,22.0,18.0,10.0,santa maria da vitoria,delivered,13.16,cc419e0650a3c5ba77189a1882b7556a,1,2018-05-11 16:14:10,2018-05-14 08:25:00,2018-06-08 19:33:50,2018-06-05 00:00:00,2018-06-07 00:00:00,2018-06-15 13:41:45,santo andre,SP,BA,2018-05-15 16:30:55
5,credit_card,,"Era para o produto chegar ate 04/05 e chegou bem antes, dia 18/04 ...ficamos felizes e bem satisfeitos.
Obrigada lannister!! ",3,164.66,furniture_decor,2600.0,50.0,30.0,10.0,mogi das cruzes,delivered,12.43,955fee9216a65b617aa5c0531780ce60,1,2018-04-16 00:50:40,2018-04-17 22:21:44,2018-04-18 22:31:45,2018-05-03 00:00:00,2018-04-19 00:00:00,2018-04-22 22:02:14,sao paulo,SP,SP,2018-04-23 00:50:18
1,credit_card,Entregue pela metade,O produto pedido foi entregue pela metade. Faltou a trava. Chegou só o porteiro eletrônico.,8,410.9,construction_tools_safety,2300.0,30.0,30.0,30.0,rio claro,delivered,19.65,4a3ccda38b2129705f3fb522db62ca31,1,2018-05-23 19:46:14,2018-06-06 13:18:00,2018-06-09 00:38:44,2018-06-19 00:00:00,2018-06-09 00:00:00,2018-06-09 22:37:49,marilia,SP,SP,2018-05-29 19:55:50
1,credit_card,,"Essa tesoura deve estar sendo fabricada até agora, pq a previsão de entrega era 15/3 (já era um prazo longo, comparado c/o de outro produto adquirido no mesmo dia). Hj, 19/3, nada.",2,74.17,stationery,350.0,30.0,20.0,20.0,rio de janeiro,shipped,15.17,4830e40640734fc1c52cd21127c341d4,1,2018-02-22 23:19:01,2018-02-28 02:17:31,,2018-03-15 00:00:00,2018-03-17 00:00:00,2018-03-19 03:01:50,sao paulo,SP,RJ,2018-03-01 23:30:24
5,credit_card,Entrega de peças de infor,Tudo certo. Recomendo,1,87.66,computers_accessories,450.0,16.0,20.0,4.0,pelotas,delivered,19.67,9f505651f4a6abe901a56cdc21508025,1,2018-06-13 10:08:56,2018-06-13 12:38:00,2018-06-20 21:51:50,2018-07-16 00:00:00,2018-06-21 00:00:00,2018-06-24 02:30:03,sao paulo,SP,RS,2018-06-15 10:32:43
5,credit_card,,Item corresponde exatamente com o anúncio. Satisfeita ,3,212.8,construction_tools_safety,1200.0,20.0,20.0,20.0,piracicaba,delivered,12.9,4a3ccda38b2129705f3fb522db62ca31,1,2017-10-19 23:16:28,2017-10-20 19:52:52,2017-10-24 18:39:08,2017-11-07 00:00:00,2017-10-25 00:00:00,2017-10-26 23:47:20,marilia,SP,SP,2017-10-25 23:28:16
5,credit_card,,Produto conforme imagem ilustrativa veio correto a cor azul otimo produto estou satisfeito ,10,139.09,cool_stuff,4700.0,42.0,15.0,25.0,americana,delivered,9.1,7a67c85e85bb2ce8582c35f2203ad736,1,2017-05-19 00:35:06,2017-05-19 09:46:12,2017-05-22 09:36:49,2017-06-01 00:00:00,2017-05-23 00:00:00,2017-05-24 04:07:28,sao paulo,SP,SP,2017-05-25 01:25:17
5,credit_card,super recomendo,"A entrega foi muito rápida, me surpreendeu",8,679.04,housewares,9650.0,62.0,37.0,35.0,brasilia,delivered,54.52,4bfc7a4a1cf8d4d2121c27422d9e50b5,1,2018-05-04 19:43:13,2018-05-07 11:33:00,2018-05-10 22:27:22,2018-05-25 00:00:00,2018-05-11 00:00:00,2018-05-14 12:34:24,sao paulo,SP,DF,2018-05-10 19:50:42
4,credit_card,,Foi entregue corretamente,2,105.06,electronics,700.0,16.0,12.0,7.0,salvador,delivered,16.06,cd68562d3f44870c08922d380acae552,1,2017-05-13 23:46:28,2017-05-17 10:36:53,2017-06-02 10:47:55,2017-06-12 00:00:00,2017-06-03 00:00:00,2017-06-08 00:20:31,ribeirao preto,SP,BA,2017-05-18 01:10:24
5,credit_card,,"Bom,eu recomendo o vendedor!!",1,44.08,furniture_decor,400.0,16.0,20.0,5.0,praia grande,delivered,9.09,b499c00f28f4b7069ff6550af8c1348a,1,2017-10-24 13:43:11,2017-10-27 20:41:07,2017-11-03 21:23:30,2017-11-06 00:00:00,2017-11-04 00:00:00,2017-11-05 11:31:36,limeira,SP,SP,2017-10-30 13:56:24
3,credit_card,,Só não me agradou porque o produto falta só 5 meses pra vencer a validade!,1,38.63,pet_shop,150.0,16.0,11.0,16.0,monte siao,delivered,8.64,f45122a9ab94eb4f3f8953578bc0c560,1,2018-04-05 08:07:55,2018-04-05 18:14:37,2018-04-11 01:18:34,2018-04-24 00:00:00,2018-04-11 00:00:00,2018-04-11 21:03:11,piracicaba,SP,MG,2018-04-11 08:28:57
5,credit_card,,Produtos excelente. Chegou bem antes do prazo previsto.,10,494.1,pet_shop,138.0,21.0,16.0,10.0,belo oriente,delivered,22.35,c8c1bea22194a4eefa2dc9a9fa89f536,1,2018-06-18 20:51:49,2018-06-20 11:59:00,2018-06-27 15:04:50,2018-07-24 00:00:00,2018-06-28 00:00:00,2018-07-01 13:10:52,porto belo,SC,MG,2018-06-25 20:56:32
5,credit_card,,satisfeito,1,391.47,perfumery,525.0,16.0,18.0,16.0,videira,delivered,11.57,7178f9f4dd81dcef02f62acdf8151e01,1,2018-04-04 09:19:56,2018-04-07 01:21:28,2018-04-12 18:56:42,2018-04-19 00:00:00,2018-04-13 00:00:00,2018-04-16 12:21:06,videira,SC,SC,2018-04-16 08:10:15
5,credit_card,,Produto de ótima qualidade,3,218.11,bed_bath_table,9750.0,35.0,30.0,12.0,analandia,delivered,18.11,37be5a7c751166fbc5f8ccba4119e043,1,2017-08-17 21:49:35,2017-08-21 17:47:48,2017-08-25 14:46:06,2017-09-11 00:00:00,2017-08-26 00:00:00,2017-08-28 00:51:04,sao paulo,SP,SP,2017-08-27 22:45:18
5,credit_card,9,Produto de excelente qualidade.Recomendo o produto e a loja.,5,496.76,housewares,7850.0,55.0,60.0,21.0,sao joao da ponte,delivered,34.92,cc5a78bbad32776dc4e3af205218368c,1,2018-07-19 09:23:59,2018-07-20 17:42:00,2018-07-25 21:06:35,2018-08-08 00:00:00,2018-07-26 00:00:00,2018-07-29 00:42:07,divinopolis,MG,MG,2018-07-27 09:43:16
3,credit_card,Bom produto,"Bom produto, porém, no site achei que fosse bem maior, mas está bom. Recomendo...",5,58.79,construction_tools_lights,200.0,16.0,16.0,16.0,ribeirao preto,delivered,12.79,955fee9216a65b617aa5c0531780ce60,1,2018-06-07 17:53:07,2018-06-08 09:58:00,2018-06-14 19:14:58,2018-07-03 00:00:00,2018-06-15 00:00:00,2018-06-15 23:47:42,sao paulo,SP,SP,2018-06-15 18:17:22
2,credit_card,,"Estou tentando ligar, mas não consigo. Meu produto chegou antes do prazo informado, porém veio com rachadura, quero trocar.",3,397.04,garden_tools,6300.0,37.0,37.0,15.0,sao paulo,delivered,37.04,2f73e04d12cdf0c945ded66bb3fcf6c7,1,2017-08-19 18:28:11,2017-08-21 18:40:30,2017-08-25 16:05:15,2017-09-21 00:00:00,2017-08-26 00:00:00,2017-08-26 21:45:16,cachoeiro de itapemirim,ES,SP,2017-08-30 18:44:14
5,credit_card,Muito bom,"Recebi no prazo e já apliquei. Ficou muito bom e de fácil aplicação, mesmo pra mim que não tenho muita habilidade pra isso. Agora é só esperar para ver a durabilidade. ",1,73.68,furniture_decor,600.0,68.0,13.0,8.0,itapetininga,delivered,13.78,5a8e7d5003a1f221f9e1d6e411de7c23,1,2018-04-27 01:10:50,2018-04-27 14:22:00,2018-05-02 20:54:39,2018-05-17 00:00:00,2018-05-03 00:00:00,2018-05-04 00:09:25,campinas,SP,SP,2018-05-04 01:31:09
3,credit_card,,Ótimo,10,128.48,watches_gifts,444.0,20.0,16.0,14.0,goiania,delivered,10.48,7d13fca15225358621be4086e1eb0964,1,2018-05-14 09:24:45,2018-05-18 17:14:00,2018-06-06 19:53:54,2018-06-05 00:00:00,2018-06-07 00:00:00,2018-06-17 19:24:56,ribeirao preto,SP,GO,2018-05-18 09:35:22
1,credit_card,,"JÁ SOU CLIENTE DA AMERICAS FAZ TEMPO, NUNCA TIVE PROBLEMAS. PORÉM, ESTA LOJA ""targaryen"", FOI A MINHA PRIMEIRA COMPRA E NÃO RECOMENDO, POIS NÃO CUMPREM PARA DE ENTREGA ESTABELECIDO.
",3,116.68,fashion_bags_accessories,100.0,20.0,25.0,2.0,sao luis,delivered,27.68,33576ec5412fb5905d876f12f33bfde6,1,2018-03-19 20:38:33,2018-04-16 16:17:17,2018-04-24 23:32:36,2018-04-19 00:00:00,2018-04-21 00:00:00,2018-04-23 16:00:24,curitiba,PR,MA,2018-04-02 20:50:36
3,credit_card,recomendo,"Recebi o produto no prazo, gostei muito de compra no site da lannister, só que desta vez o produto veio com defeito e também não gostei do material por isso pedi pra devolver a compra.",1,135.89,bed_bath_table,1300.0,30.0,30.0,10.0,sao paulo,delivered,20.99,8160255418d5aaa7dbdc9f4c64ebda44,1,2018-04-19 23:11:27,2018-04-24 18:33:32,2018-04-27 20:22:02,2018-05-22 00:00:00,2018-04-28 00:00:00,2018-05-01 21:52:51,ibitinga,SP,SP,2018-04-26 04:12:12
5,credit_card,,"Produto bom, prazo bom...",1,98.62,housewares,750.0,35.0,35.0,15.0,carapicuiba,delivered,9.44,e5a38146df062edaf55c38afa99e42dc,1,2017-11-05 12:23:49,2017-11-06 18:17:54,2017-11-07 15:13:19,2017-11-17 00:00:00,2017-11-08 00:00:00,2017-11-13 09:56:15,sao paulo,SP,SP,2017-11-09 12:35:26
5,credit_card,,"O serviço pela internet que vocês oferecem e muito bom. Só discordo com o valor do frete, muito alto. Eu ia comprar um tonner e umas canetas para cd, acabei desistindo. Daqui pra frente, só na loja.",1,58.45,auto,50.0,16.0,12.0,10.0,sao paulo,delivered,7.39,ce616e1913288884e7742faac9d981db,1,2018-08-14 09:58:07,2018-08-14 14:39:00,2018-08-16 20:52:02,2018-08-21 00:00:00,2018-08-17 00:00:00,2018-08-22 21:10:46,cotia,SP,SP,2018-08-16 10:10:15
5,boleto,Muito bom,Podem comprar recomendo muito,1,606.46,watches_gifts,400.0,16.0,11.0,11.0,joao pessoa,delivered,26.56,fa1c13f2614d7b5c4749cbc52fecda94,1,2018-05-16 12:43:12,2018-05-17 13:55:00,2018-06-06 22:33:07,2018-06-12 00:00:00,2018-06-07 00:00:00,2018-06-08 09:09:08,sumare,SP,PB,2018-05-22 03:16:20
5,boleto,,Produto muito bom. Meu au..au.. e que ta adorando. kkkkk,1,113.13,pet_shop,650.0,21.0,20.0,18.0,salvador,delivered,18.23,5cf13accae3222c70a9cac40818ae839,1,2017-07-29 11:00:33,2017-08-01 13:44:56,2017-08-15 17:58:56,2017-08-28 00:00:00,2017-08-18 00:00:00,2017-08-18 19:29:26,patos de minas,MG,BA,2017-08-07 04:25:41
1,boleto,,Eu recebi desta loja apenas dois pendentes. Paguei o boleto antecipado e um produto não veio: Trata-se de um Pendente Em Alumínio Meia Bola Medio Escovado no valor de R$ 90 . Quero $ de volta. ,1,219.59,furniture_decor,650.0,25.0,25.0,25.0,campanha,delivered,20.64,5343d0649eca2a983820bfe93fc4d17e,1,2018-01-25 00:00:06,2018-01-26 18:26:20,2018-02-01 16:53:26,2018-02-22 00:00:00,2018-02-02 00:00:00,2018-02-04 15:41:13,santo andre,SP,MG,2018-02-01 03:15:54
4,boleto,recomendo,trabalho com profissionalismo das lojas lannister. indico com certeza,1,26.79,telephony,217.0,18.0,13.0,4.0,pouso alegre,delivered,12.79,ef506c96320abeedfb894c34db06f478,1,2018-06-23 19:29:12,2018-06-27 09:06:00,2018-06-30 13:50:47,2018-07-23 00:00:00,2018-07-01 00:00:00,2018-07-03 22:47:44,sao paulo,SP,MG,2018-07-02 05:12:58
4,credit_card,,"Gostei muito do produto era exatamente boque eu esperava, entrega dentro do prazo, parabéns recomendo a loja",4,58.64,toys,200.0,16.0,11.0,7.0,porto alegre,delivered,15.65,fa40cc5b934574b62717c68f3d678b6d,1,2017-03-15 05:44:17,2017-03-15 11:29:50,2017-03-30 12:54:09,2017-04-07 00:00:00,2017-03-31 00:00:00,2017-04-03 14:38:12,sao paulo,SP,RS,2017-03-21 05:44:17
5,credit_card,,"Recebi o produto bem antes do prazo. Ainda não foi testado, pois, é presente e não foi entregue.",1,49.22,watches_gifts,250.0,40.0,25.0,10.0,porto alegre,delivered,19.32,3d871de0142ce09b7081e2b9d1733cb1,1,2018-04-14 22:10:14,2018-04-17 18:58:34,2018-04-26 19:29:03,2018-05-21 00:00:00,2018-04-27 00:00:00,2018-05-01 00:52:55,campo limpo paulista,SP,RS,2018-04-18 22:31:42
4,credit_card,,"O frasco é bem frágil, quando tirei a fita adesiva que prendia a tampa ela descascou toda. Ainda não foi utilizado.",2,120.17,health_beauty,2225.0,37.0,20.0,12.0,toledo,delivered,21.18,bccf933e006e9b94a6184af782963e77,1,2017-11-03 20:02:58,2017-11-06 20:12:53,2017-11-10 15:22:57,2017-11-29 00:00:00,2017-11-11 00:00:00,2017-11-16 16:57:53,assis,SP,PR,2017-11-09 20:15:24
5,credit_card,,"Agradeço pelo atendimento e pela rápida entrega do produto.Assim continuarei a comprar mais ainda no portal das lannister, pois oferece preços e descontos acessíveis.",3,181.64,books_general_interest,1950.0,36.0,23.0,5.0,imperatriz,delivered,32.64,c03121937e54a93fcc1825c3098bbb6e,1,2017-04-18 19:53:27,2017-04-24 12:08:34,2017-05-11 12:24:12,2017-05-22 00:00:00,2017-05-12 00:00:00,2017-05-16 08:59:48,curitiba,PR,MA,2017-04-25 20:05:17
1,boleto,,Não recebi meu pedido! ,1,30.0,baby,200.0,18.0,24.0,8.0,belo horizonte,delivered,14.1,538caafddff204241cecbf3a02e6b3cf,1,2017-06-02 21:09:49,2017-06-26 15:51:39,2017-07-03 17:37:34,2017-06-27 00:00:00,2017-06-30 00:00:00,2017-06-30 10:58:53,sao paulo,SP,MG,2017-06-08 02:15:20
3,credit_card,,Produto entregue antes do prazo. Fiquei satisfeito e recomendo a loja. ,3,163.25,cool_stuff,975.0,37.0,17.0,31.0,jacutinga,delivered,18.26,7a67c85e85bb2ce8582c35f2203ad736,1,2018-02-11 11:18:54,2018-02-14 18:39:14,2018-02-26 21:52:08,2018-03-09 00:00:00,2018-02-27 00:00:00,2018-02-28 14:34:31,sao paulo,SP,MG,2018-02-15 11:35:22
1,credit_card,Meu produto ainda foi ent,Não tem como avaliar e nem recomendar a loja sendo que eu ainda não recebi meu produto.,2,62.76,auto,1850.0,41.0,40.0,18.0,sao jose dos campos,delivered,11.86,5d0363b33554b373851fc1622e4d5f3c,1,2018-05-18 17:07:06,2018-05-23 12:41:00,2018-06-05 13:26:49,2018-05-30 00:00:00,2018-06-01 00:00:00,2018-06-01 03:50:37,atibaia,SP,SP,2018-05-24 17:55:20
1,boleto,,O pedido foi cancelado 5 dias antes da entrega por indisponibilidade no estoque. Estou aguardando meu reembolso. ,1,279.52,baby,8300.0,20.0,82.0,30.0,cruz alta,canceled,39.52,855668e0971d4dfd7bef1b6a4133b41b,1,2017-07-11 12:51:03,,,2017-08-14 00:00:00,2017-08-17 00:00:00,2017-08-17 21:13:44,itatiba,SP,RS,2017-07-26 02:24:54
5,debit_card,,chegou antes do prometido,1,39.1,toys,350.0,28.0,12.0,10.0,curitiba,delivered,14.1,95e03ca3d4146e4011985981aeb959b9,1,2018-01-18 12:35:44,2018-01-18 23:25:35,2018-01-26 15:17:57,2018-02-20 00:00:00,2018-01-27 00:00:00,2018-01-30 19:18:27,rio de janeiro,RJ,PR,2018-01-30 12:56:32
5,boleto,Recomendo,Entrega rápida.Recomendo ,1,141.94,bed_bath_table,850.0,25.0,40.0,18.0,sao paulo,delivered,13.98,1835b56ce799e6a4dc4eddc053f04066,1,2018-07-24 11:03:25,2018-07-26 13:13:00,2018-07-30 14:48:44,2018-08-07 00:00:00,2018-07-31 00:00:00,2018-08-03 21:51:28,ibitinga,SP,SP,2018-07-27 03:04:44
5,credit_card,,muito bom,2,76.41,health_beauty,117.0,15.0,12.0,4.0,maringa,delivered,18.51,8b28d096634035667e8263d57ba3368c,1,2018-07-03 12:04:03,2018-07-05 14:25:00,2018-07-11 15:24:32,2018-07-27 00:00:00,2018-07-12 00:00:00,2018-08-01 20:08:38,sao jose dos campos,SP,PR,2018-07-06 12:31:30
1,credit_card,,"Eu pedi 4 travesseiro de adulto é veio 1 de Bebê, não quero!!!Quero o estorno do meu cartão, quero devolver esse travesseiro de bebê.",10,243.16,baby,500.0,30.0,35.0,8.0,sao goncalo,delivered,15.79,3f8034bfc6b8b4135534975d49f04c63,1,2017-05-24 09:05:17,2017-05-24 11:56:08,2017-06-02 15:03:37,2017-06-20 00:00:00,2017-06-03 00:00:00,2017-06-05 13:19:54,curitiba,PR,RJ,2017-05-30 09:15:19
1,credit_card,ruim ,comprei tapetes para meu carro e chegou uma capa para pneu do CrossFox... e até agora não tive nenhuma resposta do vendedor ,1,82.11,auto,4125.0,56.0,32.0,11.0,joao neiva,delivered,23.21,34056b8b55c1775a22af2331670a799c,1,2018-07-17 19:18:27,2018-07-18 14:20:00,2018-07-25 15:17:32,2018-08-07 00:00:00,2018-07-26 00:00:00,2018-07-26 21:14:13,penapolis,SP,ES,2018-07-23 19:30:14
1,credit_card,,Eu comprei 2 caixas de lente de contato. Uma de -0.75 e outra de -1.25. Apenas recebe a de -0.75. E na nota fiscal estava discriminado os dois produtos. Mandei email e até o momento não responderam ,3,221.1,health_beauty,350.0,22.0,15.0,3.0,florianopolis,delivered,15.55,c70c1b0d8ca86052f45a432a38b73958,1,2018-06-06 19:31:04,2018-06-07 14:08:00,2018-06-18 11:58:31,2018-07-18 00:00:00,2018-06-19 00:00:00,2018-06-19 16:23:36,hortolandia,SP,SC,2018-06-14 19:54:44
5,boleto,,"Feliz com produto com a loja com entrega obrigado e um feliz Natal!!!
",1,225.71,garden_tools,7650.0,20.0,20.0,20.0,bebedouro,delivered,45.72,a1043bafd471dff536d0c462352beb48,1,2017-12-04 20:19:08,2017-12-05 16:57:54,2017-12-14 20:52:33,2018-01-02 00:00:00,2017-12-15 00:00:00,2017-12-15 23:30:59,ilicinea,MG,SP,2017-12-08 20:35:21
1,credit_card,,Conforme já relatei anteriormente o produto adquirido veio pela metade. Comprei dois kits de 4 unidades cada e só recebi um kit com 4 unidades.,4,141.44,sports_leisure,300.0,16.0,16.0,16.0,campo grande,delivered,15.82,6b243f80ed07b10f0e8aa0f21a205f3c,1,2017-11-24 23:53:46,2017-11-28 00:05:30,2017-12-04 18:33:01,2017-12-18 00:00:00,2017-12-05 00:00:00,2017-12-05 21:37:39,curitiba,PR,MS,2017-11-30 02:53:00
